run_path,experiment_tag,dataset,method,seed,arch,class_per_task,n_tasks,n_forget,n_epochs,protect_ratio,lambda_protect,retrain_steps,request_schedule_file,final_avg_accuracy,average_forgetting,Fu,WorstDrop,Au,t_reset,t_retrain,t_forget_total,num_updated_params,overlap_s_t,overlap_s_share,overlap_s_share_crit,overlap_s_share_ratio,overlap_s_share_crit_ratio
runs/cifar10/T5_F3/pall_adapter/seed_0/20260426_175201,adapter_c10_fixed_sanity_v1,cifar10,pall_adapter,0,adapter_resnet18,2,5,3,1,,0.0,,/Users/fateme/Documents/Uni/project/my thesis/code/Overlap-Aware-Selective-Forgetting-/schedules/cifar10_t5_f3_fixed_seed0.json,0.7616250067949295,-0.003299999237060547,-0.03049999475479126,0.0034999847412109375,0.5,0.005633625027257949,0.07299174999934621,3.1541051669919398,69632,17408,0,0,0.0,0.0
