Method,Dataset,Final Avg Acc,Avg Forgetting,Fu,WorstDrop,Au,Retrain Time
pall_adapter,cifar10,0.7889 ± 0.0324,0.0412 ± 0.0303,-0.0044 ± 0.0004,-0.0000 ± 0.0007,0.4720 ± 0.0396,0.0676 ± 0.0014
