Method,Dataset,Final Avg Acc,Avg Forgetting,Fu,WorstDrop,Au,Retrain Time
pall_modified,cifar100,0.4556 ± 0.0035,0.0719 ± 0.0046,0.0031 ± 0.0036,0.0195 ± 0.0044,0.2000 ± 0.0000,10.2613 ± 1.1523
