run_path,experiment_tag,dataset,method,seed,arch,class_per_task,n_tasks,n_forget,n_epochs,protect_ratio,lambda_protect,retrain_steps,request_schedule_file,final_avg_accuracy,average_forgetting,Fu,WorstDrop,Au,t_reset,t_retrain,t_forget_total,num_updated_params,overlap_s_t,overlap_s_share,overlap_s_share_crit,overlap_s_share_ratio,overlap_s_share_crit_ratio
runs/cifar10/T5_F3/pall_adapter/seed_0/20260426_175812,adapter_c10_fixed_v1,cifar10,pall_adapter,0,adapter_resnet18,2,5,3,3,,0.0,,/Users/fateme/Documents/Uni/project/my thesis/code/Overlap-Aware-Selective-Forgetting-/schedules/cifar10_t5_f3_fixed_seed0.json,0.8118750005960464,0.019799983501434325,-0.00475001335144043,0.0004999637603759766,0.5,0.00593170800129883,0.06857166698318906,3.272122832975583,69632,17408,0,0,0.0,0.0
runs/cifar10/T5_F3/pall_adapter/seed_1/20260426_175937,adapter_c10_fixed_v1,cifar10,pall_adapter,1,adapter_resnet18,2,5,3,3,,0.0,,/Users/fateme/Documents/Uni/project/my thesis/code/Overlap-Aware-Selective-Forgetting-/schedules/cifar10_t5_f3_fixed_seed0.json,0.7660000026226044,0.06269999742507934,-0.004124999046325684,-0.000500023365020752,0.4440000057220459,0.004054458986502141,0.06654904200695455,3.1537482920102775,69632,17408,0,0,0.0,0.0
